assessment_id,assessment_name,max_score,lesson_id
1069,Assessment 1,100,535
1070,Assessment 2,100,535
1071,Assessment 1,100,536
1072,Assessment 2,100,536
1073,Assessment 1,100,537
1074,Assessment 2,100,537
1075,Assessment 1,100,538
1076,Assessment 2,100,538
1077,Assessment 1,100,539
1078,Assessment 2,100,539
1079,Assessment 1,100,540
1080,Assessment 2,100,540
1081,Assessment 1,100,541
1082,Assessment 2,100,541
1083,Assessment 1,100,542
1084,Assessment 2,100,542
1085,Assessment 1,100,543
1086,Assessment 2,100,543
1087,Assessment 1,100,544
1088,Assessment 2,100,544
1089,Assessment 1,100,545
1090,Assessment 2,100,545
1091,Assessment 1,100,546
1092,Assessment 2,100,546
1093,Assessment 1,100,547
1094,Assessment 2,100,547
1095,Assessment 1,100,548
1096,Assessment 2,100,548
1097,Assessment 1,100,549
1098,Assessment 2,100,549
1099,Assessment 1,100,550
1100,Assessment 2,100,550
1101,Assessment 1,100,551
1102,Assessment 2,100,551
1103,Assessment 1,100,552
1104,Assessment 2,100,552
1105,Assessment 1,100,553
1106,Assessment 2,100,553
1107,Assessment 1,100,554
1108,Assessment 2,100,554
1109,Assessment 1,100,555
1110,Assessment 2,100,555
1111,Assessment 1,100,556
1112,Assessment 2,100,556
1113,Assessment 1,100,557
1114,Assessment 2,100,557
1115,Assessment 1,100,558
1116,Assessment 2,100,558
1117,Assessment 1,100,559
1118,Assessment 2,100,559
1119,Assessment 1,100,560
1120,Assessment 2,100,560
1121,Assessment 1,100,561
1122,Assessment 2,100,561
1123,Assessment 1,100,562
1124,Assessment 2,100,562
1125,Assessment 1,100,563
1126,Assessment 2,100,563
1127,Assessment 1,100,564
1128,Assessment 2,100,564
1129,Assessment 1,100,565
1130,Assessment 2,100,565
1131,Assessment 1,100,566
1132,Assessment 2,100,566
1133,Assessment 1,100,567
1134,Assessment 2,100,567
1135,Assessment 1,100,568
1136,Assessment 2,100,568
1137,Assessment 1,100,569
1138,Assessment 2,100,569
1139,Assessment 1,100,570
1140,Assessment 2,100,570
1141,Assessment 1,100,571
1142,Assessment 2,100,571
1143,Assessment 1,100,572
1144,Assessment 2,100,572
1145,Assessment 1,100,573
1146,Assessment 2,100,573
1147,Assessment 1,100,574
1148,Assessment 2,100,574
1149,Assessment 1,100,575
1150,Assessment 2,100,575
1151,Assessment 1,100,576
1152,Assessment 2,100,576
1153,Assessment 1,100,577
1154,Assessment 2,100,577
1155,Assessment 1,100,578
1156,Assessment 2,100,578
1157,Assessment 1,100,579
1158,Assessment 2,100,579
1159,Assessment 1,100,580
1160,Assessment 2,100,580
1161,Assessment 1,100,581
1162,Assessment 2,100,581
1163,Assessment 1,100,582
1164,Assessment 2,100,582
1165,Assessment 1,100,583
1166,Assessment 2,100,583
1167,Assessment 1,100,584
1168,Assessment 2,100,584
1169,Assessment 1,100,585
1170,Assessment 2,100,585
1171,Assessment 1,100,586
1172,Assessment 2,100,586
1173,Assessment 1,100,587
1174,Assessment 2,100,587
1175,Assessment 1,100,588
1176,Assessment 2,100,588
1177,Assessment 1,100,589
1178,Assessment 2,100,589
1179,Assessment 1,100,590
1180,Assessment 2,100,590
1181,Assessment 1,100,591
1182,Assessment 2,100,591
1183,Assessment 1,100,592
1184,Assessment 2,100,592
1185,Assessment 1,100,593
1186,Assessment 2,100,593
1187,Assessment 1,100,594
1188,Assessment 2,100,594
1189,Assessment 1,100,595
1190,Assessment 2,100,595
1191,Assessment 1,100,596
1192,Assessment 2,100,596
1193,Assessment 1,100,597
1194,Assessment 2,100,597
1195,Assessment 1,100,598
1196,Assessment 2,100,598
1197,Assessment 1,100,599
1198,Assessment 2,100,599
1199,Assessment 1,100,600
1200,Assessment 2,100,600
1201,Assessment 1,100,601
1202,Assessment 2,100,601
1203,Assessment 1,100,602
1204,Assessment 2,100,602
1205,Assessment 1,100,603
1206,Assessment 2,100,603
1207,Assessment 1,100,604
1208,Assessment 2,100,604
1209,Assessment 1,100,605
1210,Assessment 2,100,605
1211,Assessment 1,100,606
1212,Assessment 2,100,606
1213,Assessment 1,100,607
1214,Assessment 2,100,607
1215,Assessment 1,100,608
1216,Assessment 2,100,608
1217,Assessment 1,100,609
1218,Assessment 2,100,609
1219,Assessment 1,100,610
1220,Assessment 2,100,610
1221,Assessment 1,100,611
1222,Assessment 2,100,611
1223,Assessment 1,100,612
1224,Assessment 2,100,612
1225,Assessment 1,100,613
1226,Assessment 2,100,613
1227,Assessment 1,100,614
1228,Assessment 2,100,614
1229,Assessment 1,100,615
1230,Assessment 2,100,615
1231,Assessment 1,100,616
1232,Assessment 2,100,616
1233,Assessment 1,100,617
1234,Assessment 2,100,617
1235,Assessment 1,100,618
1236,Assessment 2,100,618
1237,Assessment 1,100,619
1238,Assessment 2,100,619
1239,Assessment 1,100,620
1240,Assessment 2,100,620
1241,Assessment 1,100,621
1242,Assessment 2,100,621
1243,Assessment 1,100,622
1244,Assessment 2,100,622
1245,Assessment 1,100,623
1246,Assessment 2,100,623
1247,Assessment 1,100,624
1248,Assessment 2,100,624
1249,Assessment 1,100,625
1250,Assessment 2,100,625
1251,Assessment 1,100,626
1252,Assessment 2,100,626
1253,Assessment 1,100,627
1254,Assessment 2,100,627
1255,Assessment 1,100,628
1256,Assessment 2,100,628
1257,Assessment 1,100,629
1258,Assessment 2,100,629
1259,Assessment 1,100,630
1260,Assessment 2,100,630
1261,Assessment 1,100,631
1262,Assessment 2,100,631
1263,Assessment 1,100,632
1264,Assessment 2,100,632
1265,Assessment 1,100,633
1266,Assessment 2,100,633
1267,Assessment 1,100,634
1268,Assessment 2,100,634
1269,Assessment 1,100,635
1270,Assessment 2,100,635
1271,Assessment 1,100,636
1272,Assessment 2,100,636
1273,Assessment 1,100,637
1274,Assessment 2,100,637
1275,Assessment 1,100,638
1276,Assessment 2,100,638
1277,Assessment 1,100,639
1278,Assessment 2,100,639
1279,Assessment 1,100,640
1280,Assessment 2,100,640
1281,Assessment 1,100,641
1282,Assessment 2,100,641
1283,Assessment 1,100,642
1284,Assessment 2,100,642
1285,Assessment 1,100,643
1286,Assessment 2,100,643
1287,Assessment 1,100,644
1288,Assessment 2,100,644
1289,Assessment 1,100,645
1290,Assessment 2,100,645
1291,Assessment 1,100,646
1292,Assessment 2,100,646
1293,Assessment 1,100,647
1294,Assessment 2,100,647
1295,Assessment 1,100,648
1296,Assessment 2,100,648
1297,Assessment 1,100,649
1298,Assessment 2,100,649
1299,Assessment 1,100,650
1300,Assessment 2,100,650
1301,Assessment 1,100,651
1302,Assessment 2,100,651
1303,Assessment 1,100,652
1304,Assessment 2,100,652
1305,Assessment 1,100,653
1306,Assessment 2,100,653
1307,Assessment 1,100,654
1308,Assessment 2,100,654
1309,Assessment 1,100,655
1310,Assessment 2,100,655
1311,Assessment 1,100,656
1312,Assessment 2,100,656
1313,Assessment 1,100,657
1314,Assessment 2,100,657
1315,Assessment 1,100,658
1316,Assessment 2,100,658
1317,Assessment 1,100,659
1318,Assessment 2,100,659
1319,Assessment 1,100,660
1320,Assessment 2,100,660
1321,Assessment 1,100,661
1322,Assessment 2,100,661
1323,Assessment 1,100,662
1324,Assessment 2,100,662
1325,Assessment 1,100,663
1326,Assessment 2,100,663
1327,Assessment 1,100,664
1328,Assessment 2,100,664
1329,Assessment 1,100,665
1330,Assessment 2,100,665
1331,Assessment 1,100,666
1332,Assessment 2,100,666
1333,Assessment 1,100,667
1334,Assessment 2,100,667
1335,Assessment 1,100,668
1336,Assessment 2,100,668
1337,Assessment 1,100,669
1338,Assessment 2,100,669
1339,Assessment 1,100,670
1340,Assessment 2,100,670
1341,Assessment 1,100,671
1342,Assessment 2,100,671
1343,Assessment 1,100,672
1344,Assessment 2,100,672
1345,Assessment 1,100,673
1346,Assessment 2,100,673
1347,Assessment 1,100,674
1348,Assessment 2,100,674
1349,Assessment 1,100,675
1350,Assessment 2,100,675
1351,Assessment 1,100,676
1352,Assessment 2,100,676
1353,Assessment 1,100,677
1354,Assessment 2,100,677
1355,Assessment 1,100,678
1356,Assessment 2,100,678
1357,Assessment 1,100,679
1358,Assessment 2,100,679
1359,Assessment 1,100,680
1360,Assessment 2,100,680
1361,Assessment 1,100,681
1362,Assessment 2,100,681
1363,Assessment 1,100,682
1364,Assessment 2,100,682
1365,Assessment 1,100,683
1366,Assessment 2,100,683
1367,Assessment 1,100,684
1368,Assessment 2,100,684
1369,Assessment 1,100,685
1370,Assessment 2,100,685
1371,Assessment 1,100,686
1372,Assessment 2,100,686
1373,Assessment 1,100,687
1374,Assessment 2,100,687
1375,Assessment 1,100,688
1376,Assessment 2,100,688
1377,Assessment 1,100,689
1378,Assessment 2,100,689
1379,Assessment 1,100,690
1380,Assessment 2,100,690
1381,Assessment 1,100,691
1382,Assessment 2,100,691
1383,Assessment 1,100,692
1384,Assessment 2,100,692
1385,Assessment 1,100,693
1386,Assessment 2,100,693
1387,Assessment 1,100,694
1388,Assessment 2,100,694
1389,Assessment 1,100,695
1390,Assessment 2,100,695
1391,Assessment 1,100,696
1392,Assessment 2,100,696
1393,Assessment 1,100,697
1394,Assessment 2,100,697
1395,Assessment 1,100,698
1396,Assessment 2,100,698
1397,Assessment 1,100,699
1398,Assessment 2,100,699
1399,Assessment 1,100,700
1400,Assessment 2,100,700
1401,Assessment 1,100,701
1402,Assessment 2,100,701
1403,Assessment 1,100,702
1404,Assessment 2,100,702
1405,Assessment 1,100,703
1406,Assessment 2,100,703
1407,Assessment 1,100,704
1408,Assessment 2,100,704
1409,Assessment 1,100,705
1410,Assessment 2,100,705
1411,Assessment 1,100,706
1412,Assessment 2,100,706
1413,Assessment 1,100,707
1414,Assessment 2,100,707
1415,Assessment 1,100,708
1416,Assessment 2,100,708
1417,Assessment 1,100,709
1418,Assessment 2,100,709
1419,Assessment 1,100,710
1420,Assessment 2,100,710
1421,Assessment 1,100,711
1422,Assessment 2,100,711
1423,Assessment 1,100,712
1424,Assessment 2,100,712
1425,Assessment 1,100,713
1426,Assessment 2,100,713
1427,Assessment 1,100,714
1428,Assessment 2,100,714
1429,Assessment 1,100,715
1430,Assessment 2,100,715
1431,Assessment 1,100,716
1432,Assessment 2,100,716
1433,Assessment 1,100,717
1434,Assessment 2,100,717
1435,Assessment 1,100,718
1436,Assessment 2,100,718
1437,Assessment 1,100,719
1438,Assessment 2,100,719
1439,Assessment 1,100,720
1440,Assessment 2,100,720
1441,Assessment 1,100,721
1442,Assessment 2,100,721
1443,Assessment 1,100,722
1444,Assessment 2,100,722
1445,Assessment 1,100,723
1446,Assessment 2,100,723
1447,Assessment 1,100,724
1448,Assessment 2,100,724
1449,Assessment 1,100,725
1450,Assessment 2,100,725
1451,Assessment 1,100,726
1452,Assessment 2,100,726
1453,Assessment 1,100,727
1454,Assessment 2,100,727
1455,Assessment 1,100,728
1456,Assessment 2,100,728
1457,Assessment 1,100,729
1458,Assessment 2,100,729
1459,Assessment 1,100,730
1460,Assessment 2,100,730
1461,Assessment 1,100,731
1462,Assessment 2,100,731
1463,Assessment 1,100,732
1464,Assessment 2,100,732
1465,Assessment 1,100,733
1466,Assessment 2,100,733
1467,Assessment 1,100,734
1468,Assessment 2,100,734
1469,Assessment 1,100,735
1470,Assessment 2,100,735
1471,Assessment 1,100,736
1472,Assessment 2,100,736
1473,Assessment 1,100,737
1474,Assessment 2,100,737
1475,Assessment 1,100,738
1476,Assessment 2,100,738
1477,Assessment 1,100,739
1478,Assessment 2,100,739
1479,Assessment 1,100,740
1480,Assessment 2,100,740
1481,Assessment 1,100,741
1482,Assessment 2,100,741
1483,Assessment 1,100,742
1484,Assessment 2,100,742
1485,Assessment 1,100,743
1486,Assessment 2,100,743
1487,Assessment 1,100,744
1488,Assessment 2,100,744
1489,Assessment 1,100,745
1490,Assessment 2,100,745
1491,Assessment 1,100,746
1492,Assessment 2,100,746
1493,Assessment 1,100,747
1494,Assessment 2,100,747
1495,Assessment 1,100,748
1496,Assessment 2,100,748
1497,Assessment 1,100,749
1498,Assessment 2,100,749
1499,Assessment 1,100,750
1500,Assessment 2,100,750
1501,Assessment 1,100,751
1502,Assessment 2,100,751
1503,Assessment 1,100,752
1504,Assessment 2,100,752
1505,Assessment 1,100,753
1506,Assessment 2,100,753
1507,Assessment 1,100,754
1508,Assessment 2,100,754
1509,Assessment 1,100,755
1510,Assessment 2,100,755
1511,Assessment 1,100,756
1512,Assessment 2,100,756
1513,Assessment 1,100,757
1514,Assessment 2,100,757
1515,Assessment 1,100,758
1516,Assessment 2,100,758
1517,Assessment 1,100,759
1518,Assessment 2,100,759
1519,Assessment 1,100,760
1520,Assessment 2,100,760
1521,Assessment 1,100,761
1522,Assessment 2,100,761
1523,Assessment 1,100,762
1524,Assessment 2,100,762
1525,Assessment 1,100,763
1526,Assessment 2,100,763
1527,Assessment 1,100,764
1528,Assessment 2,100,764
1529,Assessment 1,100,765
1530,Assessment 2,100,765
1531,Assessment 1,100,766
1532,Assessment 2,100,766
1533,Assessment 1,100,767
1534,Assessment 2,100,767
1535,Assessment 1,100,768
1536,Assessment 2,100,768
1537,Assessment 1,100,769
1538,Assessment 2,100,769
1539,Assessment 1,100,770
1540,Assessment 2,100,770
1541,Assessment 1,100,771
1542,Assessment 2,100,771
1543,Assessment 1,100,772
1544,Assessment 2,100,772
1545,Assessment 1,100,773
1546,Assessment 2,100,773
1547,Assessment 1,100,774
1548,Assessment 2,100,774
1549,Assessment 1,100,775
1550,Assessment 2,100,775
1551,Assessment 1,100,776
1552,Assessment 2,100,776
1553,Assessment 1,100,777
1554,Assessment 2,100,777
1555,Assessment 1,100,778
1556,Assessment 2,100,778
1557,Assessment 1,100,779
1558,Assessment 2,100,779
1559,Assessment 1,100,780
1560,Assessment 2,100,780
1561,Assessment 1,100,781
1562,Assessment 2,100,781
1563,Assessment 1,100,782
1564,Assessment 2,100,782
1565,Assessment 1,100,783
1566,Assessment 2,100,783
1567,Assessment 1,100,784
1568,Assessment 2,100,784
1569,Assessment 1,100,785
1570,Assessment 2,100,785
1571,Assessment 1,100,786
1572,Assessment 2,100,786
1573,Assessment 1,100,787
1574,Assessment 2,100,787
1575,Assessment 1,100,788
1576,Assessment 2,100,788
1577,Assessment 1,100,789
1578,Assessment 2,100,789
1579,Assessment 1,100,790
1580,Assessment 2,100,790
1581,Assessment 1,100,791
1582,Assessment 2,100,791
1583,Assessment 1,100,792
1584,Assessment 2,100,792
1585,Assessment 1,100,793
1586,Assessment 2,100,793
1587,Assessment 1,100,794
1588,Assessment 2,100,794
1589,Assessment 1,100,795
1590,Assessment 2,100,795
1591,Assessment 1,100,796
1592,Assessment 2,100,796
1593,Assessment 1,100,797
1594,Assessment 2,100,797
1595,Assessment 1,100,798
1596,Assessment 2,100,798
1597,Assessment 1,100,799
1598,Assessment 2,100,799
1599,Assessment 1,100,800
1600,Assessment 2,100,800
1601,Assessment 1,100,801
1602,Assessment 2,100,801
1603,Assessment 1,100,802
1604,Assessment 2,100,802
1605,Assessment 1,100,803
1606,Assessment 2,100,803
1607,Assessment 1,100,804
1608,Assessment 2,100,804
1609,Assessment 1,100,805
1610,Assessment 2,100,805
1611,Assessment 1,100,806
1612,Assessment 2,100,806
1613,Assessment 1,100,807
1614,Assessment 2,100,807
1615,Assessment 1,100,808
1616,Assessment 2,100,808
1617,Assessment 1,100,809
1618,Assessment 2,100,809
1619,Assessment 1,100,810
1620,Assessment 2,100,810
1621,Assessment 1,100,811
1622,Assessment 2,100,811
1623,Assessment 1,100,812
1624,Assessment 2,100,812
1625,Assessment 1,100,813
1626,Assessment 2,100,813
1627,Assessment 1,100,814
1628,Assessment 2,100,814
1629,Assessment 1,100,815
1630,Assessment 2,100,815
1631,Assessment 1,100,816
1632,Assessment 2,100,816
1633,Assessment 1,100,817
1634,Assessment 2,100,817
1635,Assessment 1,100,818
1636,Assessment 2,100,818
1637,Assessment 1,100,819
1638,Assessment 2,100,819
1639,Assessment 1,100,820
1640,Assessment 2,100,820
1641,Assessment 1,100,821
1642,Assessment 2,100,821
1643,Assessment 1,100,822
1644,Assessment 2,100,822
1645,Assessment 1,100,823
1646,Assessment 2,100,823
1647,Assessment 1,100,824
1648,Assessment 2,100,824
1649,Assessment 1,100,825
1650,Assessment 2,100,825
1651,Assessment 1,100,826
1652,Assessment 2,100,826
1653,Assessment 1,100,827
1654,Assessment 2,100,827
1655,Assessment 1,100,828
1656,Assessment 2,100,828
1657,Assessment 1,100,829
1658,Assessment 2,100,829
1659,Assessment 1,100,830
1660,Assessment 2,100,830
1661,Assessment 1,100,831
1662,Assessment 2,100,831
1663,Assessment 1,100,832
1664,Assessment 2,100,832
1665,Assessment 1,100,833
1666,Assessment 2,100,833
1667,Assessment 1,100,834
1668,Assessment 2,100,834
1669,Assessment 1,100,835
1670,Assessment 2,100,835
1671,Assessment 1,100,836
1672,Assessment 2,100,836
1673,Assessment 1,100,837
1674,Assessment 2,100,837
1675,Assessment 1,100,838
1676,Assessment 2,100,838
1677,Assessment 1,100,839
1678,Assessment 2,100,839
1679,Assessment 1,100,840
1680,Assessment 2,100,840
1681,Assessment 1,100,841
1682,Assessment 2,100,841
1683,Assessment 1,100,842
1684,Assessment 2,100,842
1685,Assessment 1,100,843
1686,Assessment 2,100,843
1687,Assessment 1,100,844
1688,Assessment 2,100,844
1689,Assessment 1,100,845
1690,Assessment 2,100,845
1691,Assessment 1,100,846
1692,Assessment 2,100,846
1693,Assessment 1,100,847
1694,Assessment 2,100,847
1695,Assessment 1,100,848
1696,Assessment 2,100,848
1697,Assessment 1,100,849
1698,Assessment 2,100,849
1699,Assessment 1,100,850
1700,Assessment 2,100,850
1701,Assessment 1,100,851
1702,Assessment 2,100,851
1703,Assessment 1,100,852
1704,Assessment 2,100,852
1705,Assessment 1,100,853
1706,Assessment 2,100,853
1707,Assessment 1,100,854
1708,Assessment 2,100,854
1709,Assessment 1,100,855
1710,Assessment 2,100,855
1711,Assessment 1,100,856
1712,Assessment 2,100,856
1713,Assessment 1,100,857
1714,Assessment 2,100,857
1715,Assessment 1,100,858
1716,Assessment 2,100,858
1717,Assessment 1,100,859
1718,Assessment 2,100,859
1719,Assessment 1,100,860
1720,Assessment 2,100,860
1721,Assessment 1,100,861
1722,Assessment 2,100,861
1723,Assessment 1,100,862
1724,Assessment 2,100,862
1725,Assessment 1,100,863
1726,Assessment 2,100,863
1727,Assessment 1,100,864
1728,Assessment 2,100,864
1729,Assessment 1,100,865
1730,Assessment 2,100,865
1731,Assessment 1,100,866
1732,Assessment 2,100,866
1733,Assessment 1,100,867
1734,Assessment 2,100,867
1735,Assessment 1,100,868
1736,Assessment 2,100,868
1737,Assessment 1,100,869
1738,Assessment 2,100,869
1739,Assessment 1,100,870
1740,Assessment 2,100,870
1741,Assessment 1,100,871
1742,Assessment 2,100,871
1743,Assessment 1,100,872
1744,Assessment 2,100,872
1745,Assessment 1,100,873
1746,Assessment 2,100,873
1747,Assessment 1,100,874
1748,Assessment 2,100,874
1749,Assessment 1,100,875
1750,Assessment 2,100,875
1751,Assessment 1,100,876
1752,Assessment 2,100,876
1753,Assessment 1,100,877
1754,Assessment 2,100,877
1755,Assessment 1,100,878
1756,Assessment 2,100,878
1757,Assessment 1,100,879
1758,Assessment 2,100,879
1759,Assessment 1,100,880
1760,Assessment 2,100,880
1761,Assessment 1,100,881
1762,Assessment 2,100,881
1763,Assessment 1,100,882
1764,Assessment 2,100,882
1765,Assessment 1,100,883
1766,Assessment 2,100,883
1767,Assessment 1,100,884
1768,Assessment 2,100,884
1769,Assessment 1,100,885
1770,Assessment 2,100,885
1771,Assessment 1,100,886
1772,Assessment 2,100,886
1773,Assessment 1,100,887
1774,Assessment 2,100,887
1775,Assessment 1,100,888
1776,Assessment 2,100,888
1777,Assessment 1,100,889
1778,Assessment 2,100,889
1779,Assessment 1,100,890
1780,Assessment 2,100,890
1781,Assessment 1,100,891
1782,Assessment 2,100,891
1783,Assessment 1,100,892
1784,Assessment 2,100,892
1785,Assessment 1,100,893
1786,Assessment 2,100,893
1787,Assessment 1,100,894
1788,Assessment 2,100,894
1789,Assessment 1,100,895
1790,Assessment 2,100,895
1791,Assessment 1,100,896
1792,Assessment 2,100,896
1793,Assessment 1,100,897
1794,Assessment 2,100,897
1795,Assessment 1,100,898
1796,Assessment 2,100,898
1797,Assessment 1,100,899
1798,Assessment 2,100,899
1799,Assessment 1,100,900
1800,Assessment 2,100,900
1801,Assessment 1,100,901
1802,Assessment 2,100,901
1803,Assessment 1,100,902
1804,Assessment 2,100,902
1805,Assessment 1,100,903
1806,Assessment 2,100,903
1807,Assessment 1,100,904
1808,Assessment 2,100,904
1809,Assessment 1,100,905
1810,Assessment 2,100,905
1811,Assessment 1,100,906
1812,Assessment 2,100,906
1813,Assessment 1,100,907
1814,Assessment 2,100,907
1815,Assessment 1,100,908
1816,Assessment 2,100,908
1817,Assessment 1,100,909
1818,Assessment 2,100,909
1819,Assessment 1,100,910
1820,Assessment 2,100,910
1821,Assessment 1,100,911
1822,Assessment 2,100,911
1823,Assessment 1,100,912
1824,Assessment 2,100,912
1825,Assessment 1,100,913
1826,Assessment 2,100,913
1827,Assessment 1,100,914
1828,Assessment 2,100,914
1829,Assessment 1,100,915
1830,Assessment 2,100,915
1831,Assessment 1,100,916
1832,Assessment 2,100,916
1833,Assessment 1,100,917
1834,Assessment 2,100,917
1835,Assessment 1,100,918
1836,Assessment 2,100,918
1837,Assessment 1,100,919
1838,Assessment 2,100,919
1839,Assessment 1,100,920
1840,Assessment 2,100,920
1841,Assessment 1,100,921
1842,Assessment 2,100,921
1843,Assessment 1,100,922
1844,Assessment 2,100,922
1845,Assessment 1,100,923
1846,Assessment 2,100,923
1847,Assessment 1,100,924
1848,Assessment 2,100,924
1849,Assessment 1,100,925
1850,Assessment 2,100,925
1851,Assessment 1,100,926
1852,Assessment 2,100,926
1853,Assessment 1,100,927
1854,Assessment 2,100,927
1855,Assessment 1,100,928
1856,Assessment 2,100,928
1857,Assessment 1,100,929
1858,Assessment 2,100,929
1859,Assessment 1,100,930
1860,Assessment 2,100,930
1861,Assessment 1,100,931
1862,Assessment 2,100,931
1863,Assessment 1,100,932
1864,Assessment 2,100,932
1865,Assessment 1,100,933
1866,Assessment 2,100,933
1867,Assessment 1,100,934
1868,Assessment 2,100,934
1869,Assessment 1,100,935
1870,Assessment 2,100,935
1871,Assessment 1,100,936
1872,Assessment 2,100,936
1873,Assessment 1,100,937
1874,Assessment 2,100,937
1875,Assessment 1,100,938
1876,Assessment 2,100,938
1877,Assessment 1,100,939
1878,Assessment 2,100,939
1879,Assessment 1,100,940
1880,Assessment 2,100,940
1881,Assessment 1,100,941
1882,Assessment 2,100,941
1883,Assessment 1,100,942
1884,Assessment 2,100,942
1885,Assessment 1,100,943
1886,Assessment 2,100,943
1887,Assessment 1,100,944
1888,Assessment 2,100,944
1889,Assessment 1,100,945
1890,Assessment 2,100,945
1891,Assessment 1,100,946
1892,Assessment 2,100,946
1893,Assessment 1,100,947
1894,Assessment 2,100,947
1895,Assessment 1,100,948
1896,Assessment 2,100,948
1897,Assessment 1,100,949
1898,Assessment 2,100,949
1899,Assessment 1,100,950
1900,Assessment 2,100,950
1901,Assessment 1,100,951
1902,Assessment 2,100,951
1903,Assessment 1,100,952
1904,Assessment 2,100,952
1905,Assessment 1,100,953
1906,Assessment 2,100,953
1907,Assessment 1,100,954
1908,Assessment 2,100,954
1909,Assessment 1,100,955
1910,Assessment 2,100,955
1911,Assessment 1,100,956
1912,Assessment 2,100,956
1913,Assessment 1,100,957
1914,Assessment 2,100,957
1915,Assessment 1,100,958
1916,Assessment 2,100,958
1917,Assessment 1,100,959
1918,Assessment 2,100,959
1919,Assessment 1,100,960
1920,Assessment 2,100,960
1921,Assessment 1,100,961
1922,Assessment 2,100,961
1923,Assessment 1,100,962
1924,Assessment 2,100,962
1925,Assessment 1,100,963
1926,Assessment 2,100,963
1927,Assessment 1,100,964
1928,Assessment 2,100,964
1929,Assessment 1,100,965
1930,Assessment 2,100,965
1931,Assessment 1,100,966
1932,Assessment 2,100,966
1933,Assessment 1,100,967
1934,Assessment 2,100,967
1935,Assessment 1,100,968
1936,Assessment 2,100,968
1937,Assessment 1,100,969
1938,Assessment 2,100,969
1939,Assessment 1,100,970
1940,Assessment 2,100,970
1941,Assessment 1,100,971
1942,Assessment 2,100,971
1943,Assessment 1,100,972
1944,Assessment 2,100,972
1945,Assessment 1,100,973
1946,Assessment 2,100,973
1947,Assessment 1,100,974
1948,Assessment 2,100,974
1949,Assessment 1,100,975
1950,Assessment 2,100,975
1951,Assessment 1,100,976
1952,Assessment 2,100,976
1953,Assessment 1,100,977
1954,Assessment 2,100,977
1955,Assessment 1,100,978
1956,Assessment 2,100,978
1957,Assessment 1,100,979
1958,Assessment 2,100,979
1959,Assessment 1,100,980
1960,Assessment 2,100,980
1961,Assessment 1,100,981
1962,Assessment 2,100,981
1963,Assessment 1,100,982
1964,Assessment 2,100,982
1965,Assessment 1,100,983
1966,Assessment 2,100,983
1967,Assessment 1,100,984
1968,Assessment 2,100,984
1969,Assessment 1,100,985
1970,Assessment 2,100,985
1971,Assessment 1,100,986
1972,Assessment 2,100,986
1973,Assessment 1,100,987
1974,Assessment 2,100,987
1975,Assessment 1,100,988
1976,Assessment 2,100,988
1977,Assessment 1,100,989
1978,Assessment 2,100,989
1979,Assessment 1,100,990
1980,Assessment 2,100,990
1981,Assessment 1,100,991
1982,Assessment 2,100,991
1983,Assessment 1,100,992
1984,Assessment 2,100,992
1985,Assessment 1,100,993
1986,Assessment 2,100,993
1987,Assessment 1,100,994
1988,Assessment 2,100,994
1989,Assessment 1,100,995
1990,Assessment 2,100,995
1991,Assessment 1,100,996
1992,Assessment 2,100,996
1993,Assessment 1,100,997
1994,Assessment 2,100,997
1995,Assessment 1,100,998
1996,Assessment 2,100,998
1997,Assessment 1,100,999
1998,Assessment 2,100,999
1999,Assessment 1,100,1000
2000,Assessment 2,100,1000
2001,Assessment 1,100,1001
2002,Assessment 2,100,1001
2003,Assessment 1,100,1002
2004,Assessment 2,100,1002
2005,Assessment 1,100,1003
2006,Assessment 2,100,1003
2007,Assessment 1,100,1004
2008,Assessment 2,100,1004
2009,Assessment 1,100,1005
2010,Assessment 2,100,1005
2011,Assessment 1,100,1006
2012,Assessment 2,100,1006
2013,Assessment 1,100,1007
2014,Assessment 2,100,1007
2015,Assessment 1,100,1008
2016,Assessment 2,100,1008
2017,Assessment 1,100,1009
2018,Assessment 2,100,1009
2019,Assessment 1,100,1010
2020,Assessment 2,100,1010
2021,Assessment 1,100,1011
2022,Assessment 2,100,1011
2023,Assessment 1,100,1012
2024,Assessment 2,100,1012
2025,Assessment 1,100,1013
2026,Assessment 2,100,1013
2027,Assessment 1,100,1014
2028,Assessment 2,100,1014
2029,Assessment 1,100,1015
2030,Assessment 2,100,1015
2031,Assessment 1,100,1016
2032,Assessment 2,100,1016
2033,Assessment 1,100,1017
2034,Assessment 2,100,1017
2035,Assessment 1,100,1018
2036,Assessment 2,100,1018
2037,Assessment 1,100,1019
2038,Assessment 2,100,1019
2039,Assessment 1,100,1020
2040,Assessment 2,100,1020
2041,Assessment 1,100,1021
2042,Assessment 2,100,1021
2043,Assessment 1,100,1022
2044,Assessment 2,100,1022
2045,Assessment 1,100,1023
2046,Assessment 2,100,1023
2047,Assessment 1,100,1024
2048,Assessment 2,100,1024
2049,Assessment 1,100,1025
2050,Assessment 2,100,1025
2051,Assessment 1,100,1026
2052,Assessment 2,100,1026
2053,Assessment 1,100,1027
2054,Assessment 2,100,1027
2055,Assessment 1,100,1028
2056,Assessment 2,100,1028
2057,Assessment 1,100,1029
2058,Assessment 2,100,1029
2059,Assessment 1,100,1030
2060,Assessment 2,100,1030
2061,Assessment 1,100,1031
